,train,val,lr
326,-2.8045480348737327e-06,-2.5981008e-06,[0.000998835005932442]
327,-2.8422313334885984e-06,-2.8492036e-06,[0.000998827850565727]
328,-2.816845289999037e-06,-2.9563394e-06,[0.0009988206733179742]
329,-2.8328119242360116e-06,-2.7763003e-06,[0.0009988134741894983]
330,-2.8007614901071067e-06,-2.969678e-06,[0.000998806253180615]
331,-2.8612937285288354e-06,-2.7184535e-06,[0.0009987990102916413]
332,-2.782392812150647e-06,-2.8847323e-06,[0.0009987917455228947]
333,-2.7601874762694934e-06,-2.794178e-06,[0.0009987844588746938]
334,-2.8260351882636313e-06,-2.88654e-06,[0.0009987771503473584]
335,-2.795090404106304e-06,-2.9074677e-06,[0.0009987698199412092]
336,-2.8134447120464754e-06,-2.7578405e-06,[0.0009987624676565676]
337,-2.8322838261374272e-06,-2.9461626e-06,[0.000998755093493756]
338,-2.8040313054589205e-06,-2.807681e-06,[0.000998747697453098]
339,-2.7828418296849124e-06,-2.5815975e-06,[0.000998740279534918]
340,-2.807259488690761e-06,-2.7854076e-06,[0.0009987328397395414]
341,-2.830140419973759e-06,-2.8107693e-06,[0.0009987253780672943]
342,-2.809038983286882e-06,-2.795489e-06,[0.0009987178945185043]
343,-2.8590641704795415e-06,-2.9110683e-06,[0.0009987103890934997]
344,-2.7919970989387365e-06,-2.5285062e-06,[0.0009987028617926097]
345,-2.8102382657380075e-06,-2.7701574e-06,[0.0009986953126161643]
346,-2.7434087087385705e-06,-2.7836625e-06,[0.0009986877415644948]
347,-2.770043397504196e-06,-2.6835523e-06,[0.0009986801486379332]
348,-2.763785391834972e-06,-2.710904e-06,[0.0009986725338368126]
349,-2.7760778493757243e-06,-2.674259e-06,[0.000998664897161467]
350,-2.764235819086025e-06,-2.7718802e-06,[0.0009986572386122316]
351,-2.79391083495284e-06,-2.8358693e-06,[0.000998649558189442]
352,-2.784891898954811e-06,-2.866114e-06,[0.0009986418558934353]
353,-2.8000615657219896e-06,-2.653438e-06,[0.0009986341317245494]
354,-2.8325805487838807e-06,-2.802165e-06,[0.0009986263856831229]
355,-2.8094861590943767e-06,-2.8004229e-06,[0.0009986186177694959]
356,-2.883467959691188e-06,-2.69787e-06,[0.0009986108279840086]
357,-2.848944836841838e-06,-2.853604e-06,[0.0009986030163270034]
358,-2.8459560553528717e-06,-2.793123e-06,[0.0009985951827988224]
359,-2.846617303475796e-06,-2.9230946e-06,[0.0009985873273998095]
360,-2.8202844987390564e-06,-2.8523095e-06,[0.0009985794501303092]
361,-2.770722926470626e-06,-2.8193294e-06,[0.0009985715509906671]
362,-2.8018201874147053e-06,-2.6471105e-06,[0.0009985636299812298]
363,-2.8857781671831616e-06,-2.6408973e-06,[0.0009985556871023441]
364,-2.862770634237677e-06,-2.7791243e-06,[0.0009985477223543593]
365,-2.7956580652244155e-06,-2.7288288e-06,[0.0009985397357376241]
366,-2.870523871933983e-06,-2.7247827e-06,[0.0009985317272524893]
367,-2.865981468858081e-06,-2.9049527e-06,[0.0009985236968993061]
368,-2.7913725716643968e-06,-2.5741535e-06,[0.0009985156446784267]
369,-2.8565323418661136e-06,-2.8070995e-06,[0.000998507570590204]
370,-2.8650433932853047e-06,-2.6995945e-06,[0.0009984994746349927]
371,-2.8072875920770458e-06,-2.5686882e-06,[0.0009984913568131476]
372,-2.8020950594509487e-06,-2.71857e-06,[0.0009984832171250249]
373,-2.8837924446634135e-06,-2.8791364e-06,[0.0009984750555709816]
374,-2.8082170729248903e-06,-2.7565397e-06,[0.0009984668721513756]
375,-2.843531751750561e-06,-2.6708651e-06,[0.000998458666866566]
376,-2.874269239327987e-06,-2.8158977e-06,[0.0009984504397169125]
377,-2.8491165494415326e-06,-2.6825337e-06,[0.0009984421907027763]
378,-2.818415828187426e-06,-2.8258123e-06,[0.000998433919824519]
379,-2.8085391932108905e-06,-2.9554042e-06,[0.0009984256270825036]
380,-2.8076438866264653e-06,-2.6275823e-06,[0.0009984173124770938]
381,-2.8193573825774366e-06,-2.9122045e-06,[0.0009984089760086544]
382,-2.8180207209516082e-06,-3.0049464e-06,[0.000998400617677551]
383,-2.81647739939217e-06,-2.792909e-06,[0.0009983922374841503]
384,-2.838329191945377e-06,-2.9055873e-06,[0.0009983838354288197]
